_url,name,birth_year,weight,height,nationality
luis-oran-castaneda,Luis Orán  Castañeda,1977.0,,,Colombia
youcef-reguigui,Youcef  Reguigui,1990.0,69.0,172.0,Algeria
bruno-geuens,Bruno  Geuens,1963.0,,,Belgium
julian-alaphilippe,Julian  Alaphilippe,1992.0,62.0,173.0,France
jack-van-hooydonck,Jack Van Hooydonck,1959.0,,,Belgium
daniel-van-ryckeghem,Daniel Van Ryckeghem,1945.0,,,Belgium
artur-ershov,Artur  Ershov,1990.0,70.0,185.0,Russia
giancarlo-perini,Giancarlo  Perini,1959.0,,,Italy
gerard-moneyron,Gerard  Moneyron,1948.0,,,France
attila-valter,Attila  Valter,1998.0,65.0,185.0,Hungary
daniel-schnider,Daniel  Schnider,1973.0,65.0,180.0,Switzerland
walter-boucquet,Walter  Boucquet,1941.0,,,Belgium
karl-pauwels,Karl  Pauwels,1971.0,,,Belgium
jens-voigt,Jens  Voigt,1971.0,76.0,190.0,Germany
oleg-pankov,Oleg  Pankov,1967.0,72.0,175.0,Ukraine
marco-cattaneo-2,Marco  Cattaneo,1957.0,,,Italy
hendrik-devos,Hendrik  Devos,1955.0,,,Belgium
joel-gallopin,Joël  Gallopin,1953.0,,,France
francis-de-ridder,Francis De Ridder,1959.0,,,Netherlands
massimo-apollonio,Massimo  Apollonio,1970.0,70.0,176.0,Italy
axel-zingle,Axel  Zingle,1998.0,67.0,173.0,France
ben-hermans,Ben  Hermans,1986.0,72.0,186.0,Belgium
torjus-sleen,Torjus  Sleen,1997.0,65.0,170.0,Norway
sven-teutenberg,Sven  Teutenberg,1972.0,66.0,173.0,Germany
barnabas-peak,Barnabás  Peák,1998.0,74.0,183.0,Hungary
brian-smith,Brian  Smith,1967.0,,,Great Britain
marco-magnani,Marco  Magnani,1974.0,64.0,177.0,Italy
fabien-sanchez,Fabien  Sanchez,1983.0,75.0,188.0,France
jonas-iversby-hvideberg,Jonas Iversby  Hvideberg,1999.0,,185.0,Norway
sammie-moreels,Sammie  Moreels,1965.0,,,Belgium
manrico-ronchiato,Manrico  Ronchiato,1960.0,,,Italy
milan-kadlec,Milan  Kadlec,1974.0,70.0,179.0,Czech Republic
nico-denz,Nico  Denz,1994.0,71.0,183.0,Germany
dimitri-claeys,Dimitri  Claeys,1987.0,77.0,191.0,Belgium
wladimir-belli,Wladimir  Belli,1970.0,64.0,173.0,Italy
salvatore-puccio,Salvatore  Puccio,1989.0,68.0,182.0,Italy
stephane-krafft,Stéphane  Krafft,1979.0,67.0,181.0,France
lukasz-wisniowski,Łukasz  Wiśniowski,1991.0,78.0,191.0,Poland
javier-romo,Javier  Romo,1999.0,70.0,184.0,Spain
antonio-araujo,Antonio  Araujo,1967.0,,,Portugal
eduard-prades,Eduard  Prades,1987.0,63.0,178.0,Spain
mike-gutmann,Mike  Gutmann,1962.0,,,Switzerland
federico-vitali,Federico  Vitali,1982.0,,,Italy
arthur-vichot,Arthur  Vichot,1988.0,74.0,184.0,France
martin-urianstad,Martin Urianstad Bugge,1999.0,,,Norway
matthieu-sprick,Matthieu  Sprick,1981.0,71.0,190.0,France
francisco-lopez-393,Francisco  Lopez,1958.0,,,Spain
rafael-diaz,Rafael  Diaz,1972.0,55.0,164.0,Spain
hiroki-nishimura,Hiroki  Nishimura,1994.0,59.0,172.0,Japan
asbjorn-hellemose,Asbjørn  Hellemose,1999.0,65.0,192.0,Denmark
fabrizio-nespoli,Fabrizio  Nespoli,1965.0,,,Italy
faat-zakirov,Faat  Zakirov,1974.0,,,Russia
franklin-chacon,Franklin  Chacón,1998.0,,,Venezuela
flavio-chesini,Flavio  Chesini,1962.0,,,Italy
hennie-rovers,Hennie  Rovers,1958.0,,,Netherlands
pablo-urtasun,Pablo  Urtasun,1980.0,69.0,176.0,Spain
paolo-bailetti,Paolo  Bailetti,1980.0,,,Italy
rene-savary,René  Savary,1949.0,,,Switzerland
robinson-chalapud,Robinson  Chalapud,1984.0,63.0,175.0,Colombia
jacques-hanegraaf,Jacques  Hanegraaf,1960.0,,,Netherlands
walter-pedroni,Walter  Pedroni,1970.0,,,Italy
marcel-kittel,Marcel  Kittel,1988.0,82.0,188.0,Germany
guido-wirz,Guido  Wirz,1972.0,,,Switzerland
andrea-garosio,Andrea  Garosio,1993.0,58.0,175.0,Italy
martin-elmiger,Martin  Elmiger,1978.0,73.0,182.0,Switzerland
serge-baguet,Serge  Baguet,1969.0,67.0,177.0,Belgium
jaime-castrillo,Jaime  Castrillo,1996.0,65.0,186.0,Spain
felix-perez,Felix  Perez,1955.0,,,Spain
alain-van-hoornweder,Alain Van Hoornweder,1958.0,,,Belgium
jacek-mickiewicz,Jacek  Mickiewicz,1970.0,74.0,172.0,Poland
lander-euba-ziarrusta,Lander  Euba,1977.0,,,Spain
maurice-dury,Maurice  Dury,1947.0,,,Belgium
laurent-paumier,Laurent  Paumier,1973.0,57.0,168.0,France
mihkel-raim,Mihkel  Räim,1993.0,69.0,176.0,Estonia
frank-van-de-vijver,Frank Van De Vijver,1962.0,,,Belgium
tim-naberman,Tim  Naberman,1999.0,70.0,187.0,Netherlands
federico-garcia-melia,Federico  García,1968.0,,,Spain
lorrenzo-manzin,Lorrenzo  Manzin,1994.0,69.0,175.0,France
levi-leipheimer,Levi  Leipheimer,1973.0,62.0,170.0,United States
tyler-hamilton,Tyler  Hamilton,1971.0,65.0,172.0,United States
ruben-fernandez,Rubén  Fernández,1991.0,60.0,177.0,Spain
christophe-bassons,Christophe  Bassons,1974.0,74.0,186.0,France
juan-argudo,Juan  Argudo,1954.0,,,Spain
jose-antonio-lopez,José Antonio  López,1976.0,,,Spain
horst-schutz,Horst  Schutz,1951.0,,,Germany
bernard-labourdette,Bernard  Labourdette,1946.0,,,France
shane-sutton,Shane  Sutton,1957.0,,,Australia
bob-jungels,Bob  Jungels,1992.0,70.0,189.0,Luxembourg
hideto-nakane,Hideto  Nakane,1990.0,55.0,170.0,Japan
martin-earley,Martin  Earley,1962.0,62.0,173.0,Ireland
sascha-urweider,Sascha  Urweider,1980.0,,,Switzerland
enrique-mata-cabello,Enrique  Mata,1985.0,72.0,183.0,Spain
aaron-olsen,Aaron  Olsen,1978.0,,,United States
merhawi-kudus,Merhawi  Kudus,1994.0,58.0,173.0,Eritrea
paul-ourselin,Paul  Ourselin,1994.0,70.0,185.0,France
jensen-plowright,Jensen  Plowright,2000.0,78.0,177.0,Australia
julen-amezqueta,Julen  Amezqueta,1993.0,63.0,174.0,Spain
romero-jesus-buendia,Jesús  Buendía,1982.0,,,Spain
sergey-kolesnikov,Sergey  Kolesnikov,1986.0,,179.0,Russia
claudio-cucinotta,Claudio  Cucinotta,1982.0,71.0,177.0,Italy
paolo-tiralongo,Paolo  Tiralongo,1977.0,63.0,178.0,Italy
rafaa-chtioui,Rafaâ  Chtioui,1986.0,82.0,190.0,Tunisia
roberto-poggiali,Roberto  Poggiali,1941.0,,,Italy
giorgio-furlan,Giorgio  Furlan,1966.0,,,Italy
blazej-janiaczyk,Błażej  Janiaczyk,1983.0,68.0,177.0,Poland
joaquin-miguelanez,Joaquin  Miguelañez,1970.0,,,Spain
rustam-tukhvatulin,Roustam  Toukhvatoulin,1969.0,,,Russia
elio-festa,Elio  Festa,1960.0,,,Italy
alexandre-rua,Alexandre  Ruas,1956.0,,,Portugal
garrett-mcleod,Garrett  Mcleod,1989.0,,,Canada
alex-tolio,Alex  Tolio,2000.0,,,Italy
alexandr-kolobnev,Alexandr  Kolobnev,1981.0,64.0,174.0,Russia
jonas-van-genechten,Jonas van Genechten,1986.0,67.0,176.0,Belgium
wilco-zuijderwijk,Wilco  Zuijderwijk,1969.0,,,Netherlands
luca-belluomini,Luca  Belluomini,1976.0,,,Italy
patrick-verplancke,Patrick  Verplancke,1962.0,,,Belgium
pierre-herinne,Pierre  Herinne,1968.0,,,Belgium
ondrej-fadrny,Ondřej  Fadrný,1978.0,,,Czech Republic
sebastian-kolze-changizi,Sebastian  Kolze Changizi,2000.0,,181.0,Denmark
jesper-asselman,Jesper  Asselman,1990.0,69.0,184.0,Netherlands
joseph-bruyere,Joseph  Bruyère,1948.0,,,Belgium
dario-montani,Dario  Montani,1961.0,,,Italy
vladimir-miholjevic,Vladimir  Miholjević,1974.0,68.0,180.0,Croatia
michele-paletti,Michele  Paletti,1967.0,,,Italy
vadim-kravchenko,Vadim  Kravchenko,1969.0,,178.0,Kazakhstan
riccardo-faverio,Riccardo  Faverio,1969.0,,,Italy
javier-moreno,Javier  Moreno,1984.0,63.0,181.0,Spain
nuno-ribeiro,Nuno  Ribeiro,1977.0,59.0,170.0,Portugal
loic-le-flohic,Loïc Le Flohic,1959.0,,,France
danilo-wyss,Danilo  Wyss,1985.0,65.0,176.0,Switzerland
quinn-simmons,Quinn  Simmons,2001.0,72.0,185.0,United States
vassili-davidenko,Vassili  Davidenko,1970.0,,,United States
gianluca-tonetti,Gianluca  Tonetti,1967.0,,,Italy
daniele-del-ben,Daniele  Del Ben,1962.0,,,Italy
felice-gimondi,Felice  Gimondi,1942.0,78.0,181.0,Italy
francesco-reda,Francesco  Reda,1982.0,70.0,179.0,Italy
graziano-gasparre,Graziano  Gasparre,1978.0,60.0,174.0,Italy
christian-scaroni,Christian  Scaroni,1997.0,63.0,175.0,Italy
reuben-thompson,Reuben  Thompson,2001.0,66.0,183.0,New Zealand
fridolin-keller,Fridolin  Keller,1954.0,,,Switzerland
maarten-den-bakker,Maarten den Bakker,1969.0,71.0,181.0,Netherlands
bert-dietz,Bert  Dietz,1969.0,69.0,174.0,Germany
fabien-de-vooght,Fabien De Vooght,1959.0,,,France
andrea-pasqualon,Andrea  Pasqualon,1988.0,68.0,174.0,Italy
sam-bennett,Sam  Bennett,1990.0,73.0,178.0,Ireland
luis-santos,Luis Marques Santos,1966.0,,,Portugal
sebastien-medan,Sébastien  Medan,1972.0,,,France
leandro-navarrete,Leandro  Navarrete,1977.0,,,Spain
robert-power,Robert  Power,1995.0,68.0,184.0,Australia
uwe-raab,Uwe  Raab,1962.0,,,Germany
daniel-diaz,Daniel  Diaz,1989.0,61.0,170.0,Argentina
oscar-pellicioli,Oscar  Pellicioli,1965.0,,,Italy
zbigniew-spruch,Zbigniew  Spruch,1965.0,68.0,178.0,Poland
xabier-zandio,Xabier  Zandio,1977.0,73.0,184.0,Spain
alexandre-usov,Alexandre  Usov,1977.0,63.0,176.0,Belarus
willy-engelbrecht,Willy  Engelbrecht,1962.0,,,South Africa
jan-ullrich,Jan  Ullrich,1973.0,73.0,183.0,Germany
juan-jose-de-los-angeles,Juan José De Los Angeles,1973.0,63.0,171.0,Spain
fran-ventoso,Francisco José  Ventoso,1982.0,75.0,180.0,Spain
vincenzo-nibali,Vincenzo  Nibali,1984.0,65.0,181.0,Italy
marcel-laurens,Marcel  Laurens,1952.0,,,Belgium
anatoliy-pakhtusov,Anatoliy  Pakhtusov,1985.0,,,Ukraine
pedro-delgado,Pedro  Delgado,1960.0,64.0,171.0,Spain
laurens-ten-dam,Laurens ten Dam,1980.0,67.0,184.0,Netherlands
william-palacio,William  Palacio,1965.0,,,Colombia
luc-branckaerts,Luc  Branckaerts,1962.0,,,Belgium
alain-von-allmen,Alain Von Allmen,1961.0,,,Switzerland
brandon-alejandro-rojas-vega,Brandon Alejandro  Rojas,2002.0,64.0,178.0,Colombia
attilio-benfatto,Attilio  Benfatto,1943.0,,,Italy
jasha-sutterlin,Jasha  Sütterlin,1992.0,78.0,184.0,Germany
jesus-gabriel-arguintxona-abarrategui,Jesús Gabriel  Arguintxona,1962.0,,,Spain
alessandro-monaco,Alessandro  Monaco,1998.0,,,Italy
silvano-contini,Silvano  Contini,1958.0,,,Italy
libardo-nino-corredor,Libardo  Niño,1968.0,,182.0,Colombia
oscar-sevilla,Óscar  Sevilla,1976.0,62.0,175.0,Spain
miguel-angel-benito,Miguel Ángel  Benito,1993.0,67.0,181.0,Spain
neil-stephens,Neil  Stephens,1963.0,65.0,171.0,Australia
raymond-hernando,Raymond  Hernando,1954.0,,,France
ian-boswell,Ian  Boswell,1991.0,70.0,190.0,United States
mursio-rivas,Mursio  Ribas,1961.0,,,Spain
michele-scotto-abusco,Michele  Scotto d'Abusco,1983.0,,,Italy
davy-delme,Davy  DELME,1972.0,,,Belgium
christophe-premont,Christophe  Premont,1989.0,69.0,178.0,Belgium
peter-rogers,Peter  Rogers,1974.0,,,Australia
roberto-bressan,Roberto  Bressan,1960.0,,,Italy
hipolito-verdu,Hipolito  Verdu,1963.0,,,Spain
valentin-iglinskiy,Valentin  Iglinskiy,1984.0,68.0,178.0,Kazakhstan
federico-munoz,Federico  Muñoz,1963.0,,,Colombia
tsgabu-gebremaryam-grmay,Tsgabu  Grmay,1991.0,63.0,175.0,Ethiopia
joseba-zubeldia,Joseba  Zubeldia,1979.0,,,Spain
aliaksandr-kuchynski,Aleksandr  Kuschynski,1979.0,65.0,182.0,Belarus
vivencio-rubio,Vivencio  Rubio,1957.0,,,Spain
jos-gysemans,Jos  Gysemans,1952.0,,,Belgium
simone-zucchi,Simone  Zucchi,1971.0,,,Italy
blake-caldwell,Blake  Caldwell,1984.0,,,United States
kevin-kuhn,Kevin  Kuhn,1998.0,69.0,174.0,Switzerland
armand-de-las-cuevas,Armand de Las Cuevas,1968.0,,,France
michel-cornelisse,Michel  Cornelisse,1965.0,,,Netherlands
aivaras-baranauskas,Aivaras  Baranauskas,1980.0,,,Lithuania
gerard-vianen,Gerard  Vianen,1944.0,,,Netherlands
heinrich-trumheller,Heinrich  Trumheller,1972.0,,,Germany
roque-moya,Roque  Moyá,1953.0,,,Spain
mikel-artetxe,Mikel  Artetxe,1976.0,61.0,170.0,Spain
nicolas-fritsch,Nicolas  Fritsch,1978.0,65.0,182.0,France
wilfried-peffgen,Wilfried  Peffgen,1942.0,67.0,173.0,Germany
frederic-gabriel,Frédéric  Gabriel,1970.0,60.0,176.0,France
jean-pierre-parenteau,Jean-Pierre  Parenteau,1944.0,68.0,173.0,France
rigoberto-uran,Rigoberto  Urán,1987.0,63.0,173.0,Colombia
leo-van-thielen,Léo Van Thielen,1953.0,,,Belgium
ivan-balykin,Ivan  Balykin,1990.0,68.0,179.0,Russia
fuyu-li,Fuyu  Li,1978.0,,,China
alexandr-dyachenko,Alexandr  Dyachenko,1983.0,65.0,179.0,Kazakhstan
wim-feys,Wim  Feys,1971.0,80.0,191.0,Belgium
riccardo-chiarini,Riccardo  Chiarini,1984.0,70.0,184.0,Italy
peter-van-impe,Peter Van Impe,1963.0,,,Belgium
erwann-mentheour,Erwann  Menthéour,1973.0,,,France
ron-kiefel,Ron  Kiefel,1960.0,,,United States
alvaro-pino,Álvaro  Pino,1956.0,,,Spain
patrice-bar,Patrice  Bar,1967.0,,,Belgium
nicolas-reynaud,Nicolas  Reynaud,1977.0,,,France
asbjorn-kragh-andersen,Asbjørn  Kragh Andersen,1992.0,72.0,182.0,Denmark
alexi-grewal,Alexi  Grewal,1960.0,,,United States
marco-bellini,Marco  Bellini,1969.0,,,Italy
ramon-gonzalez-arrieta,José Ramón  González,1967.0,,,Spain
salvatore-maccali,Salvatore  Maccali,1955.0,,,Italy
matthias-friedemann,Matthias  Friedemann,1984.0,75.0,183.0,Germany
jason-mccartney,Jason  McCartney,1973.0,70.0,183.0,United States
angel-vicioso,Ángel  Vicioso,1977.0,60.0,170.0,Spain
marino-lejarreta,Marino  Lejarreta,1957.0,,,Spain
michel-nottebart-2,Michel  Nottebart,1971.0,,,Belgium
gianni-vignaduzzi,Gianni  Vignaduzzi,1966.0,67.0,177.0,Canada
julian-gorospe,Julián  Gorospe,1960.0,,,Spain
tony-gallopin,Tony  Gallopin,1988.0,69.0,181.0,France
antonio-molina,Antonio  Molina,1991.0,57.0,169.0,Spain
bernard-becaas,Bernard  Becaas,1955.0,,,France
leonardo-basso,Leonardo  Basso,1993.0,63.0,177.0,Italy
jacques-janse-van-rensburg,Jacques  Janse van Rensburg,1987.0,63.0,175.0,South Africa
allan-johansen,Allan  Johansen,1971.0,78.0,188.0,Denmark
dennis-van-winden,Dennis van Winden,1987.0,70.0,184.0,Netherlands
brian-vandborg,Brian Bach  Vandborg,1981.0,75.0,187.0,Denmark
jose-vicente-garcia-acosta,José Vicente  García Acosta,1972.0,76.0,186.0,Spain
laurent-didier,Laurent  Didier,1984.0,68.0,189.0,Luxembourg
steffen-weigold,Steffen  Weigold,1979.0,,,Germany
rocco-cattaneo,Rocco  Cattaneo,1958.0,,,Switzerland
nicola-ramacciotti,Nicola  Ramacciotti,1973.0,,,Italy
milan-dvorscik,Milan  Dvorščík,1970.0,68.0,175.0,Slovakia
marco-pinotti,Marco  Pinotti,1976.0,67.0,176.0,Italy
abel-balderstone-roumens,Abel  Balderstone,2000.0,61.0,180.0,Spain
john-tomac,John  Tomac,1967.0,,,United States
johan-louwet,Johan  Louwet,1959.0,,,Belgium
alexis-vuillermoz,Alexis  Vuillermoz,1988.0,60.0,173.0,France
marco-righetto,Marco  Righetto,1980.0,,,Italy
koldo-fernandez,Koldo  Fernández,1981.0,71.0,182.0,Spain
ief-verbrugghe,Ief  Verbrugghe,1975.0,69.0,188.0,Belgium
hector-rondan,Hector  Rondan,1953.0,,,Uruguay
eric-lalouette,Éric  Lalouette,1951.0,,,France
hans-daams,Hans  Daams,1962.0,,,Netherlands
hubert-krys,Hubert Jacek  Krys,1983.0,,,Poland
modesto-urrutibeazkoa,Modesto  Urrutibeazkoa,1959.0,,,Spain
michael-woods,Michael  Woods,1986.0,64.0,175.0,Canada
johnatan-canaveral,Johnatan  Cañaveral,1996.0,,,Colombia
mikhaylo-khalilov,Mikhaylo  Khalilov,1975.0,,,Ukraine
andrea-brognara,Andrea  Brognara,1971.0,,,Italy
angel-jose-rodriguez,Ángel José  Rodríguez,1981.0,,,Spain
eric-leblacher,Eric  Leblacher,1978.0,,,France
luciano-conati,Luciano  Conati,1950.0,,,Italy
max-hurzeler,Max  Hürzeler,1954.0,,,Switzerland
sepp-kuss,Sepp  Kuss,1994.0,61.0,182.0,United States
nikolai-golovatenko,Nikolai  Golovatenko,1963.0,,,Russia
mikel-elgezabal,Mikel  Elgezábal,1978.0,,,Spain
pascal-guyot,Pascal  Guyot,1959.0,,,France
mauro-ribeiro,Mauro  Ribeiro,1964.0,,,Brazil
dainis-ozols,Dainis  Ozols,1966.0,74.0,178.0,Latvia
urs-freuler,Urs  Freuler,1958.0,,,Switzerland
stefano-d-arcangelo,Stefano  D'arcangelo,1954.0,,,Italy
harald-starzengruber,Harald  Starzengruber,1981.0,,,Austria
kristoffer-ingeby,Kristoffer  Ingeby,1979.0,,,Sweden
moises-aldape,Moises Antonio  Aldape,1981.0,62.0,175.0,Mexico
yves-hezard,Yves  Hézard,1948.0,,,France
cyrus-monk,Cyrus  Monk,1996.0,67.0,175.0,Australia
jose-maria-ahedo,Jose Maria  Ahedo,1966.0,,,Spain
wim-dubois,Wim  Dubois,1946.0,,,Netherlands
emanuele-bombini,Emanuele  Bombini,1959.0,,,Italy
yohann-charpenteau,Yohann  Charpenteau,1979.0,68.0,185.0,France
nikolas-maes,Nikolas  Maes,1986.0,78.0,190.0,Belgium
peter-de-frenne,Peter De Frenne,1969.0,,,Belgium
filippo-perfetto,Filippo  Perfetto,1976.0,,,Italy
dean-harvey,Dean  Harvey,2003.0,,,Ireland
francisco-benitez,Francisco  Benitez,1970.0,,,Spain
luis-felipe-moreno,Luis Felipe  Moreno,1966.0,,,Colombia
eugenio-sanchez,Eugenio  Sánchez,1999.0,64.0,179.0,Spain
james-shaw,James  Shaw,1996.0,63.0,179.0,Great Britain
daniel-hoelgaard,Daniel  Hoelgaard,1993.0,77.0,183.0,Norway
bert-grabsch,Bert  Grabsch,1975.0,78.0,179.0,Germany
christophe-laurent,Christophe  Laurent,1977.0,72.0,185.0,France
jose-angel-urien,Jose Angel  Urien,1961.0,,,Spain
julien-bernard,Julien  Bernard,1992.0,60.0,176.0,France
leangel-linarez,Leangel Rubén  Linarez,1997.0,74.0,175.0,Venezuela
massimiliano-napolitano,Massimiliano  Napolitano,1973.0,,,Italy
jurgen-landrie,Jurgen  Landrie,1975.0,,,Belgium
arnaud-demare,Arnaud  Démare,1991.0,76.0,181.0,France
georges-vandenberghe,Georges  Vandenberghe,1941.0,,,Belgium
murilo-antonio-fischer,Murilo Antonio  Fischer,1979.0,65.0,170.0,Brazil
angel-yesid-camargo,Angel Yesid  Camargo,1967.0,,,Colombia
klaus-mutschler,Klaus  Mutschler,1977.0,,,Germany
david-vazquez,David  Vazquez,1975.0,,,Spain
blaz-jarc,Blaž  Jarc,1988.0,87.0,196.0,Slovenia
oscar-mason,Oscar  Mason,1975.0,,,Italy
tom-criel,Tom  Criel,1983.0,,,Belgium
andrei-tcherviakov,Andrei  Tcherviakov,1974.0,,,Russia
zbigniew-piatek,Zbigniew  Piątek,1966.0,71.0,185.0,Poland
theo-van-der-leeuw,Theo van der Leeuw,1949.0,,,Netherlands
micula-dematteis,Miculà  Dematteis,1983.0,,,Italy
pedro-arreitunandia,Pedro  Arreitunandia,1974.0,,,Spain
dominic-klemme,Dominic  Klemme,1986.0,72.0,178.0,Germany
sergio-carcano,Sergio  Carcano,1966.0,,,Italy
francisco-javier-mauleon,Francisco Javier  Mauleon,1965.0,,,Spain
simone-bertoletti,Simone  Bertoletti,1974.0,75.0,186.0,Italy
jose-antonio-garrido-lima,José Antonio  Garrido,1975.0,68.0,176.0,Spain
daniel-turek,Daniel  Turek,1993.0,72.0,183.0,Czech Republic
rudi-dexters,Rudi  Dexters,1959.0,,,Belgium
ruben-gorospe,Ruben  Gorospe,1964.0,,,Spain
victor-langellotti,Victor  Langellotti,1995.0,64.0,177.0,Monaco
robert-gesink,Robert  Gesink,1986.0,70.0,190.0,Netherlands
joan-bou,Joan  Bou,1997.0,,182.0,Spain
rudy-patry,Rudy  Patry,1961.0,,,Belgium
aitor-osa,Aitor  Osa,1973.0,64.0,176.0,Spain
kurt-van-landeghem,Kurt van Landeghem,1972.0,,,Belgium
willy-lienhard,Willy  Lienhard,1954.0,,,Switzerland
francesco-lasca,Francesco  Lasca,1988.0,65.0,180.0,Italy
mark-cavendish,Mark  Cavendish,1985.0,70.0,175.0,Great Britain
raimund-lehnert,Raimund  Lehnert,1965.0,,,Germany
jesus-rosendo,Jesús  Rosendo,1982.0,66.0,184.0,Spain
daniel-petrov,Daniel Bogomilov  Petrov,1982.0,66.0,176.0,Bulgaria
omar-el-gouzi,Omar El Gouzi,1999.0,58.0,181.0,Morocco
yohann-gene,Yohann  Gène,1981.0,67.0,175.0,France
arximiro-blanco,Arximiro  Blanco,1966.0,,,Spain
hendrik-redant,Hendrik  Redant,1962.0,,,Belgium
gerrie-knetemann,Gerrie  Knetemann,1951.0,,,Netherlands
lander-aperribay,Lander  Aperribay,1982.0,67.0,170.0,Spain
sebastian-mora-vedri,Sebastián  Mora,1988.0,70.0,181.0,Spain
bobby-julich,Bobby  Julich,1971.0,68.0,182.0,United States
dylan-casey,Dylan  Casey,1971.0,,,United States
romain-seigle,Romain  Seigle,1994.0,63.0,169.0,France
daniel-alexander-jaramillo-diez,Daniel  Jaramillo,1991.0,63.0,175.0,Colombia
nikita-eskov,Nikita  Eskov,1983.0,73.0,184.0,Russia
christian-sidler,Christian  Sidler,1973.0,,,Switzerland
jesus-rodriguez-carballido,Jesús  Rodriguez Carballido,1962.0,,,Spain
lenaic-olivier,Lénaïc  Olivier,1977.0,,,France
pierre-cazaux,Pierre  Cazaux,1984.0,59.0,171.0,France
daniele-colli,Daniele  Colli,1982.0,73.0,179.0,Italy
ludo-peeters,Ludo  Peeters,1953.0,,,Belgium
florian-senechal,Florian  Sénéchal,1993.0,77.0,179.0,France
julien-simon,Julien  Simon,1985.0,65.0,176.0,France
arturo-gravalos-lopez,Arturo  Grávalos,1998.0,72.0,185.0,Spain
michael-gogl,Michael  Gogl,1993.0,71.0,186.0,Austria
paul-popp,Paul  Popp,1963.0,,,Austria
herve-meyvisch,Hervé  Meyvisch,1969.0,,,Belgium
andreas-schillinger,Andreas  Schillinger,1983.0,72.0,188.0,Germany
benjamin-gonzalez-noval,Benjamín  Noval,1979.0,71.0,178.0,Spain
mathias-norsgaard,Mathias  Norsgaard,1997.0,81.0,202.0,Denmark
bart-de-clercq,Bart De Clercq,1986.0,67.0,183.0,Belgium
pavel-sivakov,Pavel  Sivakov,1997.0,70.0,188.0,France
laurent-lefevre,Laurent  Lefèvre,1976.0,67.0,180.0,France
romain-feillu,Romain  Feillu,1984.0,62.0,174.0,France
alexander-rybakov,Alexander  Rybakov,1988.0,65.0,181.0,Russia
manuel-quinziato,Manuel  Quinziato,1979.0,74.0,185.0,Italy
francesco-cesarini,Francesco  Cesarini,1962.0,,,Italy
nicolas-sessler,Nícolas  Sessler,1994.0,58.0,169.0,Brazil
tobias-ludvigsson,Tobias  Ludvigsson,1991.0,76.0,194.0,Sweden
jean-claude-leclercq,Jean-Claude  Leclercq,1962.0,,,France
lukas-jaun,Lukas  Jaun,1991.0,66.0,180.0,Switzerland
tiago-nunes,Tiago  Nunes,2004.0,,,Portugal
adrien-niyonshuti,Adrien  Niyonshuti,1987.0,63.0,175.0,Rwanda
jeronimo-ibanez,Jeronimo  Ibañez,1957.0,,,Spain
marcin-mrosek,Marcin  Mrożek,1990.0,66.0,176.0,Poland
boris-dron,Boris  Dron,1988.0,72.0,183.0,Belgium
jurg-bruggmann,Jürg  Bruggmann,1960.0,,,Switzerland
bartlomiej-matysiak,Bartłomiej  Matysiak,1984.0,71.0,184.0,Poland
ian-garrison,Ian  Garrison,1998.0,76.0,193.0,United States
benjamin-perry,Benjamin  Perry,1994.0,71.0,181.0,Canada
frits-pirard,Frits  Pirard,1954.0,,,Netherlands
marco-groppo,Marco  Groppo,1960.0,,,Italy
chris-wreghitt,Chris  Wreghitt,1958.0,,,Great Britain
herman-vrijders,Herman  Vrijders,1946.0,,,Belgium
ivan-cerioli,Ivan  Cerioli,1971.0,,,Italy
thibault-guernalec,Thibault  Guernalec,1997.0,71.0,185.0,France
olivier-kaisen,Olivier  Kaisen,1983.0,82.0,195.0,Belgium
martin-garrido-mayorga,Martin Gerardo  Garrido,1974.0,70.0,178.0,Argentina
john-lieswyn,John  Lieswyn,1968.0,,,United States
vladimir-tuychiev,Vladimir  Tuychiev,1983.0,,,Uzbekistan
pierre-le-bigaut,Pierre Le Bigaut,1959.0,,,France
benny-de-schrooder,Benny De Schrooder,1980.0,61.0,173.0,Belgium
erik-zabel,Erik  Zabel,1970.0,69.0,178.0,Germany
lance-armstrong,Lance  Armstrong,1971.0,72.0,178.0,United States
stefano-giraldi,Stefano  Giraldi,1968.0,,,Italy
gianfranco-foresti,Gianfranco  Foresti,1950.0,,,Italy
frank-francken,Frank  Francken,1964.0,,,Belgium
wladimiro-panizza,Wladimiro  Panizza,1945.0,,157.0,Italy
pius-schwarzentruber,Pius  Schwarzentruber,1965.0,,,Switzerland
enekoitz-azparren-irurzun,Enekoitz  Azparren,2002.0,,180.0,Spain
marc-steels,Marc  Steels,1953.0,,,Belgium
ruben-oarbeaskoa-ispizua,Rubén  Oarbeaskoa,1975.0,,,Spain
herculano-ferreira-de-oliveira,Herculano  Ferreira de Oliveira,1946.0,,,Portugal
welay-hagos-berhe,Welay Hagos  Berhe,2001.0,58.0,170.0,Ethiopia
heinrich-haussler,Heinrich  Haussler,1984.0,74.0,181.0,Australia
salvatore-criscione,Salvatore  Criscione,1966.0,,,Italy
richard-bukacki,Richard  Bukacki,1946.0,,,Netherlands
gianni-pigatto,Gianni  Pigatto,1964.0,,,Italy
jakob-piil,Jakob Storm  Piil,1973.0,65.0,182.0,Denmark
stefano-bianchini,Stefano  Bianchini,1966.0,,,Italy
